StudentID,PHI1004,PHI1005,POL1001,HIS1002,INT1003,INT1006,FLF1105,FLF1106,FLF1107,MAT1093,MAT1094,MAT1095,PHY1100,PHY1103,ELT2035,INT2203,MAT1101,ELT2029,INT1050,INT2204,INT2205,INT2206,INT2209,INT2207,INT2208,INT2202,INT3202,INT3110,INT3306,INT3115,INT3507,MAT1099,MAT1100,ELT2028,ELT2031,ELT3044,BSA2022,INE1150,INE1151,INT3117,INT3105,INT3106,INT3108,INT3109,INT3111,INT3206,INT3207,INT3209,INT3213,INT3216,INT3217,INT3301,INT3303,INT3304,INT3305,INT3307,INT3309,INT3310,INT3501,INT3505,INT3506,INT3401,INT3403,INT3404,INT3407,INT3508,INT4050,INT3509,INT2201,INT3405,INT3402,INT3211,INT2020,INT2009,INT3212,INT3061,MAT1089,INT3221
9020053,3,3,4,6,1,1,1,2,3,1,1,2,2,4,6,6,5,?,4,3,5,4,4,5,4,4,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,8,?,?,?,?,?,?,?,5,6,?,?,?,7,?,7,?,8,?,7,5,?,?,8,?,8,?,?,?,?,?,?,?,?,?,?
9020055,2,2,3,4,1,1,1,2,3,1,1,2,2,4,5,3,5,?,4,3,3,4,4,6,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,7,?,?,?,?,?,?,?,7,7,?,6,7,?,?,?,?,?,?,?,?,?,?,6,?,?,7,8,?,?,?,?,?,?,?,?,?,?,?
9020071,2,2,3,4,1,1,1,2,3,1,1,2,2,4,5,3,5,?,4,3,3,4,4,5,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,6,?,?,?,?,?,7,?,?,6,?,?,?,?,?,7,?,?,?,?,5,?,?,7,8,?,?,?,?,?,?,?,?,?,?,7
8020055,?,?,6,6,?,?,?,3,10,?,?,?,?,6,7,5,7,?,4,10,5,6,6,7,8,3,8,8,7,9,?,6,7,?,?,?,?,?,?,9,?,?,10,?,9,?,?,?,?,?,10,10,?,?,?,9,?,9,?,?,10,?,8,?,?,10,?,10,?,?,?,?,?,?,?,?,?,?
9020087,4,4,3,4,1,1,1,2,3,1,1,2,2,4,5,3,5,?,4,3,3,4,4,5,6,2,6,6,6,7,?,4,5,?,?,?,?,?,?,7,?,?,6,?,7,?,?,?,?,?,8,8,?,?,?,?,?,?,?,?,?,7,5,?,?,7,8,?,?,?,?,?,?,?,?,?,?,?
9020095,3,3,5,4,1,4,1,2,3,1,1,2,2,6,5,3,7,?,4,3,4,4,6,5,4,2,6,6,8,8,?,4,7,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,7,?,6,8,?,?,?,7,?,9,?,8,?,7,8,?,?,8,?,8,?,?,?,?,?,?,?,?,?,7
9020097,?,?,?,?,1,1,1,4,?,1,1,2,2,3,?,3,?,?,4,3,3,4,4,?,4,2,?,4,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9020092,2,2,4,3,1,1,1,2,3,1,1,2,2,4,5,6,5,?,4,3,3,4,4,5,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,7,?,?,6,?,?,?,?,?,7,?,?,5,?,?,?,7,?,?,?,?,?,?,5,?,?,7,8,?,?,?,?,?,?,?,?,?,?,?
9020111,2,2,3,3,1,1,1,2,3,1,1,2,2,4,5,3,5,?,4,3,3,4,4,5,4,2,6,6,5,7,?,4,5,?,?,?,?,?,?,7,?,?,6,?,?,?,?,?,?,?,6,5,?,?,?,7,?,?,?,?,?,?,6,?,?,7,8,?,?,?,?,?,?,?,?,?,?,?
9020112,3,3,5,6,1,1,1,2,3,1,1,2,4,4,5,3,5,?,4,3,4,4,4,7,4,6,10,6,6,8,?,4,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,10,7,?,?,10,?,7,?,?,8,?,10,?,?,7,?,8,?,?,?,?,?,?,?,?,?,?
9020116,2,2,3,3,1,1,1,2,3,1,1,2,2,4,5,3,5,?,4,3,3,4,4,5,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,6,?,?,?,?,7,?,?,6,8,?,?,?,7,?,?,?,?,?,?,6,?,?,8,8,?,?,?,?,?,?,?,?,?,?,?
9020120,2,2,3,4,1,1,1,2,3,1,4,2,2,4,5,3,5,?,4,3,3,4,4,5,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,8,?,?,?,?,7,?,?,8,7,?,?,?,?,?,?,?,?,8,?,8,?,?,8,?,8,?,?,?,?,?,?,?,?,?,7
9020121,2,2,3,4,1,1,1,2,3,1,1,2,4,4,5,3,7,?,4,3,3,4,4,6,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,8,?,?,?,?,?,?,?,6,8,?,?,?,5,?,?,?,?,8,?,5,?,?,7,?,8,?,?,?,?,?,?,?,?,?,7
9020126,2,2,3,5,1,4,1,2,3,1,1,2,2,6,5,3,5,?,4,3,3,4,4,5,4,6,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,6,6,?,?,?,7,?,7,?,?,8,?,5,?,?,7,?,8,?,?,?,?,?,?,?,?,?,?
9020137,2,2,4,3,1,8,1,2,3,1,1,2,2,4,6,6,7,?,4,6,4,6,4,5,4,6,6,8,6,8,?,4,5,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,6,6,?,?,?,7,?,7,?,?,8,?,7,?,?,7,?,8,?,8,?,?,?,?,?,?,?,?
8020118,?,?,6,6,?,?,?,3,5,?,?,?,?,3,7,8,9,?,6,8,7,6,7,10,6,10,10,8,8,9,?,6,7,?,?,?,?,?,?,?,?,?,10,?,?,?,?,?,9,?,8,10,9,?,?,?,?,9,?,?,10,?,8,?,?,10,?,10,?,?,?,?,?,?,?,?,?,?
6020105,?,?,?,?,?,?,?,7,9,10,?,?,?,?,10,10,11,?,10,?,10,12,10,11,12,?,12,?,12,?,?,12,11,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9020160,2,2,3,3,1,1,1,6,3,1,1,2,4,4,5,4,7,?,4,5,3,4,6,6,4,2,6,6,6,7,?,6,5,?,?,?,?,?,?,7,?,?,?,?,?,?,?,7,7,?,8,7,?,?,?,?,?,?,?,8,?,?,8,?,?,8,?,8,?,?,?,?,?,?,?,?,?,?
9020175,2,2,4,3,1,4,1,6,5,1,7,2,2,4,5,3,5,?,4,3,5,4,4,5,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,?,?,7,?,?,7,?,?,6,7,?,?,?,?,?,?,?,?,?,?,6,?,?,8,8,?,?,?,?,?,?,?,?,?,?,7
8020159,?,?,?,?,?,?,?,4,5,?,?,?,?,3,?,4,3,?,6,5,5,4,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9020185,2,2,3,3,1,1,1,2,3,1,1,2,2,4,5,3,5,?,4,3,3,4,4,5,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,6,?,?,?,?,7,?,?,6,6,?,?,?,?,?,7,?,?,?,?,5,?,?,8,8,?,?,?,?,?,?,?,?,?,?,?
9020186,2,2,4,4,1,7,1,2,3,1,1,2,2,6,6,7,5,?,4,3,3,4,4,5,4,2,6,6,6,7,?,4,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,7,7,?,?,7,?,7,?,?,?,?,5,?,?,7,8,?,?,?,?,?,?,?,?,?,?,?
9020239,2,2,3,4,1,1,1,2,3,1,1,2,2,4,5,3,5,?,4,3,3,4,4,6,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,7,?,?,?,?,?,?,?,7,7,?,6,7,?,?,?,?,?,?,?,?,?,?,6,?,?,8,8,?,?,?,?,?,?,?,?,?,?,?
8020185,?,?,7,6,?,?,?,3,4,?,?,?,8,3,11,5,3,?,4,5,5,6,6,7,6,8,8,6,8,9,?,6,7,?,?,?,?,?,?,?,?,?,8,?,?,?,?,?,?,?,8,7,?,?,?,9,?,9,?,?,10,?,7,?,?,10,?,10,?,10,?,?,?,?,?,?,?,9
9020220,3,3,3,7,1,1,1,2,3,1,1,2,6,6,6,6,5,?,4,7,5,4,4,5,4,6,6,6,6,7,?,4,7,?,?,?,?,?,?,7,?,?,?,?,7,?,?,?,7,?,8,6,?,?,?,?,?,?,?,8,?,?,6,?,?,8,?,8,?,8,?,?,?,?,?,?,?,?
8020188,?,?,6,7,?,10,?,3,8,?,?,?,?,3,8,10,10,?,6,10,7,6,6,7,6,3,8,10,8,9,?,6,7,?,?,?,?,?,?,?,?,?,10,?,?,?,?,?,9,?,8,10,?,?,?,?,?,9,?,?,10,9,8,?,?,9,?,10,?,?,?,?,?,?,?,?,?,9
9020249,2,2,5,4,1,1,1,2,3,1,1,2,2,4,5,3,5,?,4,3,3,6,4,5,4,2,6,6,6,8,?,4,5,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,6,6,7,?,?,?,?,7,?,?,?,?,6,?,?,8,8,?,?,?,?,?,?,?,?,?,?,?
9020256,2,2,4,4,1,4,1,2,3,1,4,2,4,4,5,6,7,?,4,3,3,4,6,5,4,6,6,6,6,8,?,4,5,?,?,?,?,?,?,?,?,?,8,?,?,?,?,7,?,?,8,8,?,?,?,?,?,?,?,?,8,?,8,?,?,8,?,8,?,?,?,?,?,?,?,?,?,7
9020260,2,2,4,3,1,1,1,2,3,1,1,2,2,4,5,3,8,?,4,6,3,4,6,5,4,6,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,8,?,?,?,?,7,?,?,8,7,?,?,?,?,?,7,?,?,8,?,8,?,?,7,?,8,?,?,?,?,?,?,?,?,?,?
9020262,2,2,6,6,1,1,1,2,3,1,1,2,2,4,6,4,7,?,6,6,4,4,4,5,8,4,6,6,6,7,?,4,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,?,?,8,8,7,?,?,?,?,?,?,?,8,?,5,?,?,8,?,8,?,?,?,?,?,?,?,7,?,?
9020281,2,2,3,3,1,4,1,2,3,1,1,2,2,4,5,3,5,?,4,6,5,4,4,6,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,7,?,6,6,?,?,?,7,?,?,?,?,?,?,6,?,?,8,8,?,?,?,?,?,?,?,?,?,?,?
9020288,2,2,3,3,1,1,1,2,3,1,1,2,2,4,5,3,5,?,4,6,3,4,4,6,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,6,6,?,?,?,7,?,7,?,?,?,?,6,?,?,8,8,?,?,?,?,?,?,?,?,?,?,?
9020301,2,2,3,4,1,1,1,2,3,1,8,10,2,6,5,8,5,?,10,8,3,4,6,5,4,2,6,6,8,7,?,4,5,?,?,?,?,?,?,7,?,?,8,?,7,?,?,9,?,?,?,6,?,?,?,?,?,?,?,?,8,?,6,?,?,8,?,8,?,?,?,?,?,?,?,?,?,7
9020325,2,2,3,3,1,1,1,2,3,1,1,2,2,4,?,3,5,?,4,3,4,?,5,5,?,2,?,4,5,?,?,4,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8020255,?,?,?,?,?,?,?,3,5,?,?,?,?,3,?,5,3,?,6,5,5,6,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9020331,2,2,3,3,1,5,1,2,3,1,1,2,2,4,5,3,5,?,4,3,3,4,4,5,4,2,6,6,6,7,?,4,5,?,?,?,?,?,?,7,?,?,6,?,?,?,?,?,?,?,8,7,?,?,?,?,?,?,?,?,?,?,6,?,?,7,8,?,?,?,?,?,?,?,?,?,?,7
9020349,4,4,3,3,1,1,1,2,3,1,1,2,2,4,6,3,5,?,4,10,3,4,4,5,6,6,6,6,12,12,?,4,7,?,?,?,?,?,?,?,?,?,?,?,11,?,?,?,?,?,10,8,7,?,?,?,?,11,?,?,8,9,6,?,?,7,?,8,?,8,?,?,?,?,?,7,?,?
