Semester,Score,Score Range
1.2014-2015,4.2,0to5
1.2015-2016,3.8,0to5
1.2014-2015,8.7,8to10
1.2014-2015,7.5,5to8
1.2014-2015,5.1,5to8
1.2014-2015,5.4,5to8
1.2014-2015,8.4,8to10
1.2014-2015,8.4,8to10
1.2014-2015,4.1,0to5
1.2014-2015,4.1,0to5
1.2014-2015,6.6,5to8
1.2014-2015,9,8to10
1.2014-2015,7.2,5to8
1.2014-2015,6.9,5to8
1.2014-2015,9,8to10
1.2014-2015,7.6,5to8
1.2014-2015,6.3,5to8
1.2015-2016,0,0to5
1.2014-2015,8,8to10
1.2014-2015,9.3,8to10
1.2014-2015,8.2,8to10
1.2014-2015,5.7,5to8
1.2014-2015,8.1,8to10
1.2014-2015,6.3,5to8
1.2014-2015,4.7,0to5
1.2014-2015,4,0to5
1.2014-2015,6.4,5to8
1.2014-2015,7.3,5to8
1.2014-2015,8.5,8to10
1.2014-2015,3.4,0to5
1.2015-2016,0,0to5
1.2014-2015,6.1,5to8
1.2014-2015,8.6,8to10
1.2014-2015,8.4,8to10
1.2014-2015,6,5to8
1.2014-2015,5.5,5to8
1.2014-2015,4.2,0to5
1.2014-2015,5.9,5to8
1.2014-2015,8.4,8to10
1.2014-2015,9,8to10
1.2014-2015,9,8to10
1.2014-2015,8.7,8to10
1.2014-2015,6,5to8
1.2014-2015,8.4,8to10
1.2014-2015,6.6,5to8
1.2014-2015,5.5,5to8
1.2014-2015,8.4,8to10
1.2014-2015,0,0to5
2.2014-2015,5.2,5to8
1.2014-2015,6.3,5to8
1.2014-2015,9.4,8to10
1.2014-2015,9,8to10
1.2014-2015,8.4,8to10
1.2014-2015,0,0to5
1.2015-2016,2,0to5
1.2014-2015,8.1,8to10
1.2014-2015,6.2,5to8
1.2014-2015,7.5,5to8
1.2014-2015,8.7,8to10
1.2014-2015,4.6,0to5
1.2014-2015,9,8to10
1.2014-2015,2.2,0to5
1.2014-2015,8.1,8to10
1.2014-2015,8.1,8to10
1.2014-2015,7.8,5to8
1.2014-2015,6.9,5to8
1.2014-2015,7.4,5to8
1.2014-2015,7.2,5to8
1.2014-2015,7.4,5to8
1.2014-2015,4.2,0to5
1.2014-2015,3.9,0to5
1.2015-2016,6.4,5to8
1.2015-2016,8.4,8to10
1.2013-2014,5.6,5to8
1.2013-2014,6.8,5to8
1.2014-2015,8,8to10
1.2014-2015,6.3,5to8
1.2013-2014,4.8,0to5
1.2015-2016,2,0to5
1.2013-2014,5.8,5to8
2.2012-2013,6,5to8
1.2014-2015,6.3,5to8
1.2013-2014,7.7,5to8
1.2013-2014,5.8,5to8
1.2014-2015,4.8,0to5
1.2013-2014,4.2,0to5
1.2013-2014,6.1,5to8
1.2013-2014,6.2,5to8
1.2013-2014,6.9,5to8
1.2015-2016,7.4,5to8
1.2013-2014,7.3,5to8
1.2014-2015,0,0to5
1.2013-2014,7.8,5to8
1.2013-2014,8.1,8to10
1.2013-2014,1.8,0to5
1.2015-2016,4.4,0to5
1.2013-2014,4.4,0to5
1.2013-2014,7.6,5to8
1.2013-2014,5.2,5to8
1.2013-2014,6.7,5to8
1.2013-2014,6.3,5to8
2.2013-2014,7.4,5to8
1.2013-2014,7,5to8
1.2013-2014,6.3,5to8
1.2013-2014,7.3,5to8
1.2013-2014,5.6,5to8
1.2013-2014,6.4,5to8
1.2013-2014,4,0to5
2.2013-2014,8.8,8to10
1.2013-2014,4.1,0to5
1.2013-2014,2.1,0to5
2.2013-2014,8.4,8to10
1.2013-2014,4.8,0to5
1.2013-2014,0,0to5
1.2015-2016,6.5,5to8
1.2013-2014,4.9,0to5
1.2013-2014,5.6,5to8
1.2013-2014,6.9,5to8
1.2013-2014,4.6,0to5
2.2013-2014,5.8,5to8
1.2013-2014,5.7,5to8
1.2013-2014,7.6,5to8
1.2013-2014,0,0to5
1.2013-2014,5.1,5to8
1.2013-2014,7.1,5to8
1.2013-2014,7.8,5to8
1.2013-2014,7.4,5to8
1.2013-2014,7,5to8
1.2013-2014,8.2,8to10
1.2013-2014,8.6,8to10
1.2013-2014,8,8to10
1.2013-2014,4.6,0to5
1.2014-2015,7.8,5to8
1.2014-2015,8.7,8to10
1.2013-2014,5.6,5to8
1.2013-2014,5.8,5to8
1.2013-2014,4.2,0to5
1.2013-2014,6.6,5to8
1.2013-2014,5.9,5to8
1.2013-2014,7.6,5to8
1.2013-2014,6.2,5to8
1.2013-2014,8.5,8to10
1.2013-2014,6.1,5to8
1.2013-2014,8.7,8to10
1.2013-2014,4,0to5
1.2013-2014,8.2,8to10
1.2013-2014,2.8,0to5
1.2013-2014,6.6,5to8
2.2013-2014,7.4,5to8
1.2013-2014,7.2,5to8
1.2013-2014,5.2,5to8
2.2013-2014,7.4,5to8
1.2013-2014,4.5,0to5
1.2013-2014,5.5,5to8
1.2015-2016,5.1,5to8
1.2013-2014,4.6,0to5
1.2013-2014,4.2,0to5
1.2013-2014,7.6,5to8
1.2013-2014,5.9,5to8
1.2013-2014,6.1,5to8
1.2013-2014,0,0to5
1.2013-2014,2.7,0to5
2.2013-2014,8,8to10
1.2013-2014,7.3,5to8
1.2013-2014,7.1,5to8
1.2013-2014,5.6,5to8
1.2013-2014,5.8,5to8
2.2013-2014,7.7,5to8
1.2013-2014,4.1,0to5
1.2013-2014,4.7,0to5
1.2015-2016,8.2,8to10
1.2013-2014,0,0to5
2.2014-2015,0,0to5
1.2013-2014,6.6,5to8
1.2013-2014,4.1,0to5
1.2014-2015,0,0to5
1.2015-2016,5,5to8
2.2013-2014,6.4,5to8
1.2013-2014,6.9,5to8
1.2013-2014,6.9,5to8
1.2013-2014,7.2,5to8
1.2013-2014,7.1,5to8
1.2013-2014,7.7,5to8
1.2014-2015,4.1,0to5
2.2013-2014,6,5to8
1.2013-2014,7.2,5to8
1.2013-2014,0,0to5
2.2013-2014,0,0to5
1.2013-2014,1.4,0to5
1.2014-2015,7.4,5to8
1.2013-2014,6.2,5to8
1.2013-2014,5.2,5to8
1.2013-2014,5.7,5to8
1.2013-2014,4.2,0to5
1.2013-2014,5.9,5to8
1.2013-2014,7.8,5to8
1.2013-2014,5.6,5to8
1.2013-2014,5.4,5to8
1.2013-2014,6.8,5to8
1.2013-2014,7.5,5to8
1.2013-2014,6.6,5to8
1.2013-2014,3,0to5
1.2013-2014,4.1,0to5
1.2013-2014,7.6,5to8
1.2013-2014,4.1,0to5
1.2013-2014,5.7,5to8
1.2013-2014,5.1,5to8
1.2013-2014,6.2,5to8
1.2013-2014,5.8,5to8
1.2013-2014,7.7,5to8
1.2013-2014,7.7,5to8
1.2013-2014,4.2,0to5
1.2013-2014,0,0to5
1.2013-2014,8,8to10
1.2013-2014,5.3,5to8
1.2013-2014,1.8,0to5
2.2013-2014,8.8,8to10
1.2013-2014,6.6,5to8
1.2013-2014,4.2,0to5
1.2013-2014,7.3,5to8
1.2013-2014,6,5to8
1.2013-2014,5.1,5to8
1.2013-2014,4.8,0to5
1.2015-2016,6.2,5to8
1.2013-2014,6.4,5to8
1.2014-2015,6.1,5to8
1.2013-2014,6.9,5to8
1.2013-2014,6.4,5to8
1.2013-2014,5.4,5to8
1.2013-2014,6.9,5to8
1.2013-2014,6,5to8
1.2013-2014,8.3,8to10
1.2013-2014,3.2,0to5
2.2013-2014,7.6,5to8
1.2014-2015,0,0to5
1.2015-2016,6.8,5to8
2.2012-2013,4.45,0to5
2.2012-2013,5.45,5to8
2.2012-2013,4.8,0to5
2.2013-2014,7.95,5to8
2.2012-2013,8,8to10
2.2012-2013,3.85,0to5
2.2012-2013,5.2,5to8
2.2012-2013,5.7,5to8
1.2013-2014,5.85,5to8
2.2012-2013,6.25,5to8
2.2012-2013,8.35,8to10
2.2012-2013,6.3,5to8
2.2012-2013,4.7,0to5
2.2013-2014,8.35,8to10
2.2012-2013,5,5to8
2.2012-2013,5.8,5to8
2.2013-2014,7.7,5to8
2.2013-2014,7.55,5to8
2.2012-2013,4.95,0to5
2.2012-2013,5,5to8
2.2013-2014,9.2,8to10
2.2012-2013,4.6,0to5
2.2012-2013,6.5,5to8
2.2013-2014,8.1,8to10
2.2012-2013,5.5,5to8
1.2012-2013,3.6,0to5
2.2012-2013,4.55,0to5
2.2012-2013,5.05,5to8
2.2012-2013,7.1,5to8
1.2012-2013,2,0to5
1.2013-2014,8.7,8to10
2.2012-2013,6.25,5to8
2.2012-2013,3.95,0to5
2.2013-2014,7.05,5to8
2.2013-2014,8.15,8to10
2.2013-2014,7.75,5to8
2.2013-2014,7.85,5to8
2.2012-2013,4.7,0to5
2.2012-2013,7.4,5to8
1.2013-2014,7.1,5to8
2.2012-2013,4.15,0to5
2.2012-2013,5.05,5to8
2.2012-2013,2.2,0to5
2.2014-2015,9,8to10
2.2012-2013,7,5to8
2.2012-2013,5.4,5to8
2.2012-2013,3.85,0to5
2.2012-2013,4.35,0to5
2.2012-2013,5.25,5to8
2.2012-2013,5.7,5to8
2.2012-2013,6.4,5to8
2.2012-2013,7.5,5to8
2.2012-2013,7.9,5to8
1.2014-2015,8.4,8to10
2.2012-2013,4.1,0to5
2.2013-2014,7.2,5to8
2.2012-2013,4.6,0to5
2.2012-2013,5.1,5to8
2.2012-2013,5.45,5to8
2.2012-2013,5.6,5to8
2.2013-2014,7.85,5to8
2.2013-2014,7.1,5to8
2.2013-2014,6.1,5to8
2.2012-2013,5.5,5to8
2.2012-2013,6.7,5to8
2.2012-2013,5.9,5to8
2.2012-2013,6.65,5to8
2.2012-2013,5.2,5to8
2.2012-2013,7.15,5to8
2.2012-2013,1.85,0to5
1.2013-2014,6.4,5to8
2.2012-2013,7.65,5to8
1.2013-2014,6.6,5to8
1.2014-2015,6.45,5to8
1.2013-2014,5.6,5to8
1.2013-2014,7.8,5to8
2.2012-2013,5.05,5to8
1.2014-2015,8.7,8to10
2.2012-2013,5.1,5to8
1.2013-2014,7.3,5to8
2.2012-2013,4,0to5
2.2012-2013,6.65,5to8
2.2012-2013,5.4,5to8
1.2014-2015,6.95,5to8
1.2013-2014,5.8,5to8
2.2012-2013,8.6,8to10
2.2012-2013,6.5,5to8
2.2012-2013,4.3,0to5
1.2013-2014,6.65,5to8
1.2013-2014,5.55,5to8
2.2012-2013,6.4,5to8
2.2012-2013,5.3,5to8
2.2012-2013,5.3,5to8
2.2012-2013,4.55,0to5
1.2013-2014,6.5,5to8
1.2014-2015,7.8,5to8
1.2013-2014,8.7,8to10
2.2012-2013,7.05,5to8
2.2012-2013,6.5,5to8
1.2014-2015,6.9,5to8
1.2014-2015,9.15,8to10
2.2012-2013,5.85,5to8
1.2014-2015,9.2,8to10
1.2014-2015,6.6,5to8
2.2012-2013,6.4,5to8
2.2012-2013,6.75,5to8
2.2013-2014,6.6,5to8
1.2014-2015,9.3,8to10
2.2012-2013,6.7,5to8
2.2012-2013,2.1,0to5
2.2012-2013,5.8,5to8
2.2012-2013,4.6,0to5
1.2013-2014,6.2,5to8
1.2013-2014,5.3,5to8
2.2012-2013,4.9,0to5
2.2013-2014,7,5to8
2.2012-2013,3.65,0to5
2.2012-2013,6.65,5to8
1.2013-2014,7.9,5to8
1.2013-2014,7.4,5to8
1.2013-2014,8.4,8to10
1.2013-2014,8.4,8to10
1.2013-2014,9,8to10
2.2012-2013,5.95,5to8
2.2012-2013,5.65,5to8
2.2012-2013,5.3,5to8
2.2012-2013,5.45,5to8
2.2013-2014,6.4,5to8
2.2012-2013,6.05,5to8
2.2012-2013,4.5,0to5
2.2012-2013,3.65,0to5
2.2012-2013,7.45,5to8
1.2012-2013,3,0to5
2.2012-2013,4.55,0to5
1.2013-2014,6.05,5to8
2.2012-2013,5.95,5to8
1.2012-2013,6.7,5to8
2.2012-2013,5.9,5to8
2.2012-2013,3.45,0to5
2.2012-2013,5.25,5to8
2.2012-2013,6.25,5to8
2.2013-2014,5.7,5to8
2.2012-2013,6.45,5to8
2.2012-2013,7.85,5to8
2.2013-2014,5.75,5to8
2.2012-2013,5.2,5to8
1.2013-2014,6.4,5to8
2.2012-2013,7.2,5to8
1.2014-2015,5.5,5to8
2.2012-2013,4.3,0to5
2.2012-2013,4.7,0to5
2.2012-2013,4,0to5
2.2012-2013,8.4,8to10
1.2014-2015,6.4,5to8
2.2012-2013,7.3,5to8
2.2012-2013,5.05,5to8
1.2012-2013,6,5to8
1.2014-2015,8,8to10
2.2012-2013,4.35,0to5
2.2012-2013,8.7,8to10
1.2013-2014,7.05,5to8
1.2013-2014,5.6,5to8
2.2012-2013,5.35,5to8
2.2012-2013,3.95,0to5
1.2014-2015,5.1,5to8
2.2012-2013,6.1,5to8
1.2014-2015,8.75,8to10
2.2012-2013,7,5to8
1.2013-2014,6.15,5to8
2.2012-2013,5.5,5to8
2.2012-2013,5.75,5to8
2.2012-2013,5.8,5to8
1.2013-2014,5.9,5to8
2.2012-2013,7.1,5to8
2.2013-2014,6.55,5to8
1.2013-2014,8.7,8to10
2.2014-2015,6.3,5to8
1.2013-2014,5.85,5to8
1.2012-2013,3.6,0to5
1.2012-2013,6.55,5to8
2.2011-2012,0,0to5
1.2011-2012,6.45,5to8
2.2011-2012,5.85,5to8
2.2011-2012,6.5,5to8
1.2012-2013,4,0to5
2.2011-2012,5.3,5to8
2.2012-2013,1.3,0to5
1.2013-2014,7.25,5to8
2.2011-2012,5.85,5to8
2.2011-2012,5.55,5to8
2.2012-2013,5.55,5to8
2.2011-2012,2.2,0to5
1.2011-2012,5.7,5to8
1.2013-2014,4.05,0to5
2.2011-2012,4,0to5
2.2011-2012,5.5,5to8
1.2013-2014,5.05,5to8
2.2011-2012,5.6,5to8
2.2011-2012,5.65,5to8
2.2011-2012,2.45,0to5
2.2011-2012,5.05,5to8
2.2012-2013,4.75,0to5
2.2011-2012,1.7,0to5
2.2012-2013,2.6,0to5
2.2011-2012,3.75,0to5
2.2011-2012,3.55,0to5
2.2011-2012,2.45,0to5
2.2011-2012,4.15,0to5
2.2011-2012,3.05,0to5
2.2011-2012,4.55,0to5
2.2011-2012,7.8,5to8
2.2013-2014,3.4,0to5
2.2011-2012,5.15,5to8
1.2013-2014,7.95,5to8
1.2012-2013,4,0to5
2.2011-2012,3.5,0to5
2.2011-2012,4.5,0to5
1.2013-2014,5.6,5to8
2.2011-2012,6.4,5to8
1.2013-2014,4.15,0to5
2.2012-2013,5.9,5to8
1.2012-2013,7.25,5to8
2.2011-2012,3,0to5
1.2012-2013,2.35,0to5
2.2011-2012,5.65,5to8
2.2011-2012,5.35,5to8
2.2011-2012,4.55,0to5
1.2013-2014,6.6,5to8
2.2011-2012,5.95,5to8
1.2013-2014,4.05,0to5
2.2011-2012,4.1,0to5
2.2011-2012,4.65,0to5
2.2011-2012,0,0to5
2.2010-2011,6.25,5to8
1.2012-2013,6.05,5to8
2.2011-2012,4.65,0to5
2.2011-2012,4.05,0to5
2.2011-2012,2.8,0to5
2.2011-2012,3.3,0to5
2.2011-2012,1.2,0to5
2.2011-2012,7.55,5to8
2.2011-2012,1.95,0to5
2.2011-2012,6,5to8
1.2012-2013,5.3,5to8
2.2011-2012,6.1,5to8
2.2011-2012,5.05,5to8
2.2011-2012,3.2,0to5
2.2011-2012,5.45,5to8
2.2011-2012,0,0to5
1.2011-2012,4.45,0to5
2.2011-2012,0.8,0to5
2.2011-2012,4.35,0to5
2.2011-2012,4.65,0to5
2.2011-2012,3.55,0to5
2.2011-2012,0,0to5
2.2010-2011,4.6,0to5
1.2013-2014,4.85,0to5
1.2012-2013,6.7,5to8
1.2013-2014,6.75,5to8
1.2013-2014,3.95,0to5
2.2011-2012,4.85,0to5
2.2011-2012,6.45,5to8
2.2011-2012,5.6,5to8
2.2011-2012,4.6,0to5
1.2012-2013,5.35,5to8
2.2011-2012,5.4,5to8
2.2011-2012,5.2,5to8
2.2011-2012,3.3,0to5
2.2011-2012,0,0to5
1.2011-2012,6.9,5to8
1.2012-2013,3,0to5
2.2011-2012,5.7,5to8
1.2013-2014,6.45,5to8
1.2013-2014,2.75,0to5
2.2011-2012,4.9,0to5
1.2013-2014,4.7,0to5
2.2012-2013,4.8,0to5
2.2010-2011,3.55,0to5
2.2011-2012,3.25,0to5
2.2011-2012,4.05,0to5
2.2011-2012,6.4,5to8
2.2011-2012,3.65,0to5
2.2011-2012,5.9,5to8
2.2011-2012,5.35,5to8
2.2011-2012,5.15,5to8
2.2011-2012,5.95,5to8
2.2011-2012,6.3,5to8
2.2011-2012,4.85,0to5
2.2011-2012,5.75,5to8
2.2011-2012,6.1,5to8
2.2011-2012,4.5,0to5
2.2012-2013,7.2,5to8
2.2013-2014,6.3,5to8
2.2011-2012,2.1,0to5
2.2011-2012,3.7,0to5
2.2011-2012,5.3,5to8
2.2011-2012,5.25,5to8
2.2011-2012,0,0to5
1.2011-2012,5.9,5to8
2.2011-2012,4.75,0to5
2.2011-2012,6.55,5to8
2.2011-2012,8,8to10
2.2011-2012,5.75,5to8
1.2014-2015,5.1,5to8
2.2011-2012,5.35,5to8
2.2011-2012,1.8,0to5
2.2012-2013,5.45,5to8
1.2012-2013,4.95,0to5
2.2011-2012,5.35,5to8
2.2011-2012,4.85,0to5
2.2011-2012,5.3,5to8
2.2011-2012,7.95,5to8
1.2011-2012,6,5to8
2.2011-2012,5.3,5to8
2.2011-2012,7.25,5to8
2.2011-2012,6.4,5to8
2.2011-2012,3.25,0to5
2.2011-2012,5.45,5to8
2.2011-2012,5.45,5to8
2.2011-2012,6.65,5to8
1.2013-2014,0,0to5
1.2011-2012,3.25,0to5
2.2011-2012,3.3,0to5
2.2011-2012,3,0to5
2.2011-2012,4.05,0to5
2.2011-2012,4.55,0to5
2.2011-2012,3.4,0to5
2.2011-2012,5.35,5to8
2.2011-2012,6.15,5to8
1.2013-2014,3.1,0to5
2.2011-2012,6.25,5to8
2.2011-2012,5.65,5to8
2.2011-2012,6,5to8
1.2013-2014,4.1,0to5
2.2011-2012,5.3,5to8
2.2011-2012,2.1,0to5
2.2011-2012,6.25,5to8
2.2011-2012,6.25,5to8
1.2011-2012,5.3,5to8
2.2011-2012,7,5to8
1.2013-2014,5.5,5to8
1.2013-2014,2.15,0to5
2.2011-2012,6.4,5to8
2.2011-2012,6.45,5to8
2.2011-2012,5.55,5to8
2.2011-2012,2.1,0to5
2.2012-2013,6.6,5to8
2.2011-2012,4.05,0to5
2.2011-2012,5.6,5to8
2.2011-2012,2.7,0to5
1.2011-2012,6.6,5to8
2.2011-2012,7.35,5to8
2.2011-2012,5.25,5to8
1.2012-2013,5.55,5to8
1.2013-2014,3.7,0to5
2.2011-2012,4.5,0to5
2.2011-2012,8.8,8to10
2.2011-2012,7.2,5to8
2.2011-2012,4.2,0to5
2.2011-2012,6.3,5to8
1.2013-2014,3.85,0to5
2.2010-2011,8.7,8to10
1.2013-2014,6.75,5to8
2.2010-2011,2.5,0to5
2.2010-2011,6.55,5to8
2.2010-2011,6.25,5to8
2.2010-2011,5.2,5to8
2.2010-2011,4.95,0to5
2.2010-2011,5.45,5to8
2.2011-2012,2.8,0to5
1.2010-2011,5.05,5to8
2.2010-2011,5.75,5to8
2.2010-2011,5.65,5to8
2.2010-2011,5.55,5to8
2.2010-2011,4.05,0to5
2.2010-2011,5.35,5to8
2.2010-2011,4.95,0to5
2.2011-2012,2.95,0to5
2.2010-2011,6.9,5to8
2.2010-2011,4.7,0to5
2.2010-2011,5.05,5to8
1.2009-2010,6.3,5to8
2.2010-2011,5,5to8
2.2011-2012,5.45,5to8
2.2010-2011,5.75,5to8
1.2009-2010,3.35,0to5
2.2011-2012,3.65,0to5
1.2009-2010,5.6,5to8
2.2010-2011,4.05,0to5
2.2010-2011,5.35,5to8
2.2010-2011,5.45,5to8
2.2010-2011,6.65,5to8
2.2010-2011,7.35,5to8
2.2010-2011,3.65,0to5
2.2011-2012,4.05,0to5
2.2010-2011,6.3,5to8
1.2009-2010,6.15,5to8
2.2010-2011,5.05,5to8
2.2010-2011,5.45,5to8
1.2009-2010,5.35,5to8
2.2011-2012,7.5,5to8
2.2010-2011,4.4,0to5
2.2010-2011,3.7,0to5
2.2010-2011,6.55,5to8
2.2010-2011,3.5,0to5
2.2010-2011,6.45,5to8
2.2010-2011,5.8,5to8
1.2012-2013,5.9,5to8
1.2009-2010,5.75,5to8
2.2010-2011,5.2,5to8
2.2010-2011,2.65,0to5
2.2010-2011,5.05,5to8
2.2010-2011,6.7,5to8
1.2009-2010,5.3,5to8
2.2010-2011,6.8,5to8
2.2010-2011,8.9,8to10
2.2010-2011,6.75,5to8
2.2010-2011,5.55,5to8
2.2010-2011,6.1,5to8
1.2009-2010,4.8,0to5
2.2011-2012,6.2,5to8
1.2012-2013,0.9,0to5
2.2010-2011,4.1,0to5
2.2011-2012,5.4,5to8
2.2010-2011,7.5,5to8
1.2012-2013,5.35,5to8
1.2009-2010,7.55,5to8
1.2011-2012,5,5to8
2.2010-2011,7.45,5to8
1.2009-2010,0,0to5
1.2010-2011,4.5,0to5
2.2010-2011,6.95,5to8
2.2010-2011,3.3,0to5
1.2009-2010,7.65,5to8
2.2010-2011,6.15,5to8
2.2010-2011,5.8,5to8
2.2010-2011,7.55,5to8
2.2010-2011,7.1,5to8
1.2013-2014,6.5,5to8
2.2010-2011,8.2,8to10
1.2013-2014,5.9,5to8
2.2010-2011,5.6,5to8
2.2010-2011,5.75,5to8
2.2010-2011,5.35,5to8
2.2010-2011,6.6,5to8
2.2010-2011,5.7,5to8
1.2009-2010,7.05,5to8
2.2010-2011,2.55,0to5
2.2010-2011,2.7,0to5
1.2011-2012,4.5,0to5
2.2010-2011,6.1,5to8
1.2011-2012,5.8,5to8
1.2009-2010,4.9,0to5
2.2010-2011,3.7,0to5
2.2010-2011,4.55,0to5
2.2010-2011,5.4,5to8
1.2009-2010,5.45,5to8
2.2010-2011,7,5to8
2.2010-2011,7.5,5to8
2.2010-2011,5.6,5to8
2.2010-2011,2.2,0to5
2.2010-2011,6.3,5to8
1.2011-2012,0,0to5
1.2010-2011,3.95,0to5
2.2010-2011,5.6,5to8
1.2013-2014,6.15,5to8
2.2010-2011,5.05,5to8
2.2010-2011,3.25,0to5
1.2009-2010,7.15,5to8
2.2010-2011,6.75,5to8
2.2010-2011,3.6,0to5
2.2010-2011,6.5,5to8
2.2010-2011,7.15,5to8
1.2012-2013,5.45,5to8
2.2010-2011,6.6,5to8
2.2010-2011,2.85,0to5
2.2010-2011,4.15,0to5
2.2010-2011,4.9,0to5
2.2010-2011,4.1,0to5
2.2010-2011,6,5to8
2.2010-2011,4.75,0to5
2.2010-2011,5.15,5to8
2.2010-2011,8,8to10
2.2010-2011,6.6,5to8
2.2010-2011,5.2,5to8
2.2010-2011,3.65,0to5
2.2010-2011,4.85,0to5
2.2010-2011,5.4,5to8
2.2010-2011,4.6,0to5
2.2010-2011,3.9,0to5
2.2010-2011,6.95,5to8
1.2011-2012,5.85,5to8
2.2010-2011,4.5,0to5
2.2010-2011,5.5,5to8
2.2010-2011,4.6,0to5
1.2009-2010,6.8,5to8
2.2010-2011,0,0to5
1.2012-2013,6.3,5to8
2.2010-2011,6.7,5to8
2.2010-2011,4.45,0to5
2.2010-2011,6.6,5to8
2.2010-2011,6.35,5to8
2.2010-2011,5.55,5to8
1.2009-2010,6.3,5to8
2.2010-2011,6.5,5to8
1.2013-2014,5.5,5to8
2.2010-2011,5.85,5to8
2.2010-2011,5.7,5to8
1.2009-2010,5.45,5to8
1.2009-2010,4.15,0to5
1.2009-2010,4.6,0to5
1.2009-2010,4.9,0to5
1.2009-2010,5.65,5to8
1.2009-2010,4.7,0to5
1.2009-2010,2.8,0to5
1.2009-2010,5.6,5to8
1.2009-2010,5.5,5to8
1.2009-2010,5,5to8
1.2009-2010,5.45,5to8
1.2009-2010,2.4,0to5
1.2009-2010,4.45,0to5
1.2009-2010,7.1,5to8
1.2009-2010,5.1,5to8
1.2009-2010,4.85,0to5
1.2009-2010,5.35,5to8
1.2009-2010,7.9,5to8
1.2009-2010,6.4,5to8
1.2009-2010,5.6,5to8
1.2008-2009,7.5,5to8
1.2009-2010,5.2,5to8
1.2009-2010,4.85,0to5
1.2009-2010,4.5,0to5
1.2009-2010,3.7,0to5
1.2009-2010,5.25,5to8
1.2009-2010,6.5,5to8
1.2009-2010,3.15,0to5
1.2009-2010,5.5,5to8
1.2009-2010,6.6,5to8
1.2009-2010,5.75,5to8
1.2009-2010,6.05,5to8
1.2009-2010,3.45,0to5
1.2009-2010,6.6,5to8
1.2009-2010,6.45,5to8
1.2009-2010,5.05,5to8
1.2009-2010,6.65,5to8
1.2009-2010,6.2,5to8
1.2009-2010,6.3,5to8
