Semester,Score,Score Range
1.2013-2014,3.4,0to5
2.2013-2014,1.8,0to5
2.2014-2015,2.9,0to5
1.2015-2016,0.4,0to5
1.2013-2014,7.8,5to8
1.2013-2014,4.8,0to5
1.2013-2014,4.2,0to5
1.2014-2015,8.8,8to10
1.2013-2014,4.6,0to5
1.2013-2014,4.2,0to5
1.2013-2014,7.4,5to8
1.2013-2014,4.1,0to5
1.2013-2014,2.7,0to5
1.2014-2015,2.2,0to5
2.2014-2015,7.5,5to8
1.2013-2014,6,5to8
1.2013-2014,4.4,0to5
1.2015-2016,0.8,0to5
1.2013-2014,8.8,8to10
1.2013-2014,7.6,5to8
1.2013-2014,7.2,5to8
2.2013-2014,7.9,5to8
1.2013-2014,3.4,0to5
2.2014-2015,9.7,8to10
1.2013-2014,8.4,8to10
1.2013-2014,3.4,0to5
2.2014-2015,9.4,8to10
1.2013-2014,5,5to8
1.2013-2014,7.3,5to8
1.2013-2014,6.8,5to8
1.2013-2014,5,5to8
1.2013-2014,7.5,5to8
1.2013-2014,7,5to8
1.2013-2014,2.2,0to5
2.2013-2014,1.4,0to5
1.2013-2014,8,8to10
1.2013-2014,6.2,5to8
1.2013-2014,7.1,5to8
1.2013-2014,0,0to5
1.2013-2014,4.9,0to5
1.2014-2015,7.7,5to8
1.2013-2014,5.7,5to8
1.2013-2014,6.7,5to8
1.2013-2014,6.9,5to8
1.2013-2014,7.6,5to8
1.2013-2014,7.3,5to8
1.2013-2014,4.9,0to5
1.2013-2014,4.3,0to5
1.2015-2016,7.6,5to8
1.2013-2014,4.6,0to5
1.2013-2014,8.1,8to10
1.2013-2014,0,0to5
1.2014-2015,2.4,0to5
1.2013-2014,5.2,5to8
1.2013-2014,1.6,0to5
1.2014-2015,9,8to10
1.2013-2014,3.5,0to5
1.2014-2015,8,8to10
1.2013-2014,9,8to10
1.2013-2014,5.2,5to8
1.2013-2014,7.1,5to8
1.2013-2014,9.1,8to10
1.2013-2014,2.9,0to5
1.2015-2016,9.4,8to10
1.2013-2014,5.3,5to8
1.2014-2015,0,0to5
1.2013-2014,3.3,0to5
1.2014-2015,3.2,0to5
1.2015-2016,6.4,5to8
1.2013-2014,4.7,0to5
1.2015-2016,9.2,8to10
1.2013-2014,5.5,5to8
1.2013-2014,8.2,8to10
1.2013-2014,4.5,0to5
1.2013-2014,7.9,5to8
1.2013-2014,5.7,5to8
2.2014-2015,9.1,8to10
1.2013-2014,6.3,5to8
1.2013-2014,4.7,0to5
1.2013-2014,4.2,0to5
1.2013-2014,6,5to8
1.2013-2014,8.2,8to10
1.2013-2014,7.9,5to8
1.2013-2014,3.2,0to5
1.2013-2014,0,0to5
1.2013-2014,4.8,0to5
1.2013-2014,3,0to5
2.2014-2015,9.3,8to10
