Semester,Score,Score Range
1.2014-2015,2.1,0to5
1.2015-2016,0,0to5
1.2014-2015,6.7,5to8
1.2015-2016,5,5to8
1.2014-2015,6,5to8
1.2015-2016,7.5,5to8
1.2015-2016,4.2,0to5
1.2015-2016,8.8,8to10
1.2014-2015,5.8,5to8
1.2014-2015,6.7,5to8
1.2014-2015,6.9,5to8
1.2014-2015,6.1,5to8
1.2014-2015,7.3,5to8
1.2014-2015,4.7,0to5
1.2014-2015,5.9,5to8
1.2014-2015,5.3,5to8
1.2014-2015,5.5,5to8
1.2014-2015,6.1,5to8
1.2014-2015,7.7,5to8
1.2013-2014,7.2,5to8
1.2014-2015,4.9,0to5
1.2015-2016,1.6,0to5
1.2014-2015,3.2,0to5
1.2014-2015,6.7,5to8
1.2014-2015,6.9,5to8
1.2014-2015,6.1,5to8
1.2014-2015,7.5,5to8
1.2014-2015,4.7,0to5
1.2014-2015,0.2,0to5
1.2015-2016,1.4,0to5
1.2014-2015,5.3,5to8
1.2015-2016,0.2,0to5
1.2013-2014,7.4,5to8
1.2014-2015,4.8,0to5
1.2014-2015,6.7,5to8
1.2014-2015,5,5to8
1.2014-2015,4.4,0to5
1.2013-2014,6.7,5to8
1.2013-2014,4.5,0to5
1.2014-2015,6.5,5to8
1.2013-2014,8.1,8to10
1.2013-2014,0,0to5
1.2013-2014,8.2,8to10
1.2013-2014,6.1,5to8
1.2013-2014,4.9,0to5
1.2013-2014,5.9,5to8
1.2013-2014,5.3,5to8
1.2013-2014,2.1,0to5
1.2013-2014,7.4,5to8
1.2014-2015,6.9,5to8
1.2013-2014,5.3,5to8
1.2011-2012,1.9,0to5
1.2012-2013,2,0to5
1.2012-2013,7.1,5to8
1.2012-2013,6.5,5to8
1.2012-2013,3.5,0to5
1.2013-2014,3.8,0to5
1.2013-2014,6.8,5to8
1.2012-2013,6.6,5to8
1.2013-2014,5.6,5to8
1.2012-2013,7.1,5to8
1.2012-2013,6.7,5to8
1.2013-2014,4.5,0to5
1.2012-2013,4.3,0to5
1.2012-2013,6.5,5to8
1.2012-2013,0,0to5
1.2011-2012,7.4,5to8
1.2011-2012,7.5,5to8
1.2011-2012,7.4,5to8
1.2011-2012,6.2,5to8
1.2011-2012,7.2,5to8
1.2011-2012,6.8,5to8
1.2011-2012,4,0to5
1.2011-2012,4.5,0to5
1.2011-2012,8.4,8to10
1.2011-2012,7.3,5to8
1.2011-2012,7,5to8
1.2011-2012,7.6,5to8
1.2011-2012,7.4,5to8
1.2011-2012,7.2,5to8
1.2011-2012,8,8to10
1.2011-2012,6.7,5to8
1.2011-2012,7.5,5to8
1.2011-2012,3.5,0to5
1.2011-2012,7.8,5to8
1.2011-2012,6.2,5to8
1.2011-2012,0,0to5
1.2011-2012,1.8,0to5
1.2012-2013,2.5,0to5
1.2011-2012,7.9,5to8
1.2011-2012,4.8,0to5
1.2011-2012,2.1,0to5
1.2011-2012,4,0to5
1.2011-2012,6.2,5to8
1.2011-2012,3.5,0to5
1.2011-2012,7.2,5to8
1.2011-2012,5.4,5to8
1.2011-2012,6.4,5to8
1.2010-2011,6.1,5to8
1.2010-2011,6.5,5to8
1.2011-2012,0.9,0to5
1.2010-2011,2.5,0to5
1.2010-2011,5.1,5to8
1.2010-2011,5.8,5to8
1.2010-2011,7.5,5to8
1.2010-2011,6.3,5to8
1.2010-2011,7.6,5to8
1.2010-2011,3,0to5
1.2010-2011,5.1,5to8
1.2010-2011,7.7,5to8
1.2010-2011,3.1,0to5
1.2010-2011,6.3,5to8
