Semester,Score,Score Range
1.2014-2015,4.9,0to5
1.2012-2013,4.5,0to5
2.2011-2012,6.6,5to8
2.2011-2012,8.2,8to10
1.2012-2013,1.3,0to5
1.2014-2015,5.3,5to8
2.2011-2012,7,5to8
1.2011-2012,6.2,5to8
1.2012-2013,5.9,5to8
2.2011-2012,6.1,5to8
1.2012-2013,7.3,5to8
2.2011-2012,6.3,5to8
2.2011-2012,5.9,5to8
2.2012-2013,7.1,5to8
2.2011-2012,6,5to8
2.2011-2012,6.2,5to8
1.2014-2015,0,0to5
2.2011-2012,5.4,5to8
1.2015-2016,0,0to5
1.2012-2013,6.7,5to8
1.2014-2015,6.3,5to8
1.2014-2015,4.4,0to5
2.2011-2012,5.7,5to8
2.2011-2012,7.9,5to8
1.2012-2013,0,0to5
2.2012-2013,5.5,5to8
2.2011-2012,5.6,5to8
2.2011-2012,6.1,5to8
2.2012-2013,6.3,5to8
2.2011-2012,6.4,5to8
2.2011-2012,7.5,5to8
2.2011-2012,6,5to8
2.2011-2012,0,0to5
1.2012-2013,5.9,5to8
2.2011-2012,6.6,5to8
2.2011-2012,5.7,5to8
2.2011-2012,5.4,5to8
2.2011-2012,6.2,5to8
2.2011-2012,5.9,5to8
2.2011-2012,0,0to5
2.2011-2012,4.6,0to5
1.2014-2015,7.6,5to8
1.2012-2013,6.6,5to8
2.2011-2012,5.6,5to8
2.2011-2012,4.7,0to5
1.2012-2013,0,0to5
1.2012-2013,6.6,5to8
1.2012-2013,6.3,5to8
2.2011-2012,5.6,5to8
1.2012-2013,7.8,5to8
2.2011-2012,6,5to8
2.2011-2012,7.4,5to8
2.2012-2013,5.7,5to8
1.2012-2013,5.5,5to8
2.2011-2012,7.2,5to8
2.2011-2012,5.6,5to8
1.2012-2013,5.9,5to8
1.2012-2013,0,0to5
1.2012-2013,5.4,5to8
1.2012-2013,6.6,5to8
1.2012-2013,5.7,5to8
2.2011-2012,6.1,5to8
1.2012-2013,7,5to8
2.2011-2012,6.7,5to8
2.2011-2012,6.2,5to8
2.2011-2012,6.8,5to8
1.2012-2013,5.2,5to8
1.2012-2013,5.7,5to8
2.2012-2013,7.3,5to8
2.2011-2012,7.1,5to8
1.2012-2013,0.9,0to5
2.2010-2011,5.6,5to8
2.2010-2011,6.7,5to8
2.2010-2011,7.3,5to8
2.2010-2011,6.4,5to8
1.2010-2011,7.4,5to8
1.2011-2012,7.3,5to8
1.2010-2011,6.3,5to8
2.2010-2011,7.1,5to8
1.2010-2011,1.7,0to5
1.2011-2012,6.8,5to8
1.2011-2012,6.7,5to8
2.2010-2011,6.6,5to8
1.2010-2011,6,5to8
2.2010-2011,6.6,5to8
1.2010-2011,8,8to10
1.2010-2011,4.9,0to5
2.2011-2012,7.2,5to8
2.2010-2011,6.7,5to8
2.2010-2011,6.6,5to8
1.2010-2011,6,5to8
2.2010-2011,6.3,5to8
2.2010-2011,6.3,5to8
1.2011-2012,6.3,5to8
2.2010-2011,6,5to8
1.2012-2013,5.6,5to8
2.2010-2011,5,5to8
2.2010-2011,6.1,5to8
2.2010-2011,7.2,5to8
1.2010-2011,6.3,5to8
2.2010-2011,6.6,5to8
2.2010-2011,7.1,5to8
2.2010-2011,6.7,5to8
1.2010-2011,1.2,0to5
1.2014-2015,8.1,8to10
1.2010-2011,5.8,5to8
2.2010-2011,6.2,5to8
1.2010-2011,6.3,5to8
2.2010-2011,5.7,5to8
2.2010-2011,6,5to8
2.2010-2011,5.8,5to8
1.2011-2012,6,5to8
1.2010-2011,6.8,5to8
1.2010-2011,6.4,5to8
1.2010-2011,7.6,5to8
1.2010-2011,3,0to5
1.2011-2012,6.8,5to8
1.2010-2011,5.7,5to8
1.2010-2011,6.2,5to8
2.2010-2011,6.6,5to8
2.2010-2011,5.9,5to8
2.2010-2011,7.1,5to8
1.2011-2012,5.2,5to8
2.2010-2011,6.7,5to8
2.2010-2011,6.9,5to8
2.2010-2011,6.3,5to8
2.2010-2011,6.3,5to8
2.2010-2011,4.9,0to5
1.2011-2012,6.6,5to8
1.2011-2012,6,5to8
2.2010-2011,5.8,5to8
2.2010-2011,6.4,5to8
1.2011-2012,5.6,5to8
2.2010-2011,7,5to8
1.2011-2012,6.4,5to8
2.2010-2011,5,5to8
1.2011-2012,5.7,5to8
1.2011-2012,6,5to8
2.2010-2011,5,5to8
2.2010-2011,5.6,5to8
2.2010-2011,7.6,5to8
2.2010-2011,6,5to8
2.2010-2011,6.2,5to8
2.2010-2011,5.8,5to8
1.2011-2012,8.2,8to10
1.2010-2011,5.6,5to8
1.2011-2012,7.9,5to8
2.2010-2011,6,5to8
2.2010-2011,6.9,5to8
1.2011-2012,6.5,5to8
2.2010-2011,5.7,5to8
2.2010-2011,6.8,5to8
2.2010-2011,6,5to8
2.2010-2011,6.8,5to8
2.2010-2011,6.5,5to8
2.2010-2011,5.3,5to8
2.2010-2011,6.3,5to8
2.2010-2011,6.9,5to8
2.2010-2011,7.1,5to8
1.2010-2011,3.2,0to5
1.2010-2011,7.2,5to8
2.2010-2011,5.9,5to8
2.2010-2011,5.8,5to8
2.2010-2011,7.2,5to8
2.2010-2011,8.1,8to10
1.2010-2011,0,0to5
2.2012-2013,4.7,0to5
2.2010-2011,6.6,5to8
1.2011-2012,6.2,5to8
1.2011-2012,6.6,5to8
2.2010-2011,6.4,5to8
2.2010-2011,5.8,5to8
1.2011-2012,5.4,5to8
2.2010-2011,6.1,5to8
2.2010-2011,6.2,5to8
2.2010-2011,7.7,5to8
1.2010-2011,4.7,0to5
2.2010-2011,6.5,5to8
2.2010-2011,6.9,5to8
2.2010-2011,6.7,5to8
2.2010-2011,5.2,5to8
2.2010-2011,5.1,5to8
1.2011-2012,6.9,5to8
2.2010-2011,7,5to8
2.2010-2011,5.9,5to8
2.2010-2011,6.3,5to8
2.2010-2011,7.9,5to8
1.2010-2011,6.8,5to8
2.2010-2011,6,5to8
2.2010-2011,7,5to8
1.2010-2011,6.5,5to8
2.2010-2011,6.1,5to8
2.2010-2011,7.6,5to8
1.2010-2011,7.1,5to8
1.2011-2012,7.1,5to8
1.2011-2012,6.2,5to8
2.2010-2011,6.9,5to8
2.2010-2011,5.6,5to8
2.2010-2011,6.5,5to8
2.2010-2011,6.5,5to8
2.2010-2011,6.7,5to8
1.2010-2011,7.3,5to8
2.2010-2011,6.2,5to8
1.2010-2011,6.5,5to8
1.2011-2012,6.9,5to8
2.2010-2011,7.6,5to8
2.2010-2011,6.9,5to8
2.2010-2011,5.8,5to8
2.2010-2011,5.5,5to8
2.2010-2011,6.3,5to8
2.2010-2011,5.6,5to8
2.2010-2011,8.5,8to10
1.2010-2011,5.5,5to8
2.2010-2011,5.5,5to8
1.2010-2011,7.3,5to8
2.2010-2011,6.4,5to8
1.2011-2012,5.5,5to8
2.2010-2011,6.6,5to8
2.2010-2011,6.4,5to8
2.2012-2013,5.6,5to8
2.2010-2011,7.2,5to8
2.2010-2011,5.6,5to8
2.2010-2011,2.4,0to5
1.2010-2011,5.7,5to8
2.2010-2011,5.9,5to8
2.2010-2011,7.3,5to8
2.2010-2011,7.1,5to8
2.2010-2011,4.7,0to5
1.2010-2011,6.4,5to8
2.2010-2011,6.1,5to8
2.2010-2011,7.3,5to8
1.2010-2011,7,5to8
2.2010-2011,6,5to8
2.2010-2011,5.6,5to8
2.2010-2011,6.8,5to8
1.2010-2011,5.2,5to8
2.2010-2011,6.7,5to8
1.2010-2011,6.6,5to8
2.2010-2011,5.7,5to8
1.2011-2012,6.2,5to8
2.2010-2011,7.6,5to8
1.2010-2011,6.7,5to8
2.2010-2011,6.1,5to8
2.2010-2011,7.8,5to8
2.2009-2010,7.3,5to8
2.2009-2010,5.9,5to8
1.2011-2012,5.8,5to8
2.2009-2010,5.4,5to8
1.2010-2011,7.6,5to8
2.2009-2010,7.3,5to8
2.2010-2011,7.3,5to8
2.2009-2010,7.7,5to8
2.2009-2010,5.6,5to8
1.2010-2011,7.4,5to8
2.2009-2010,7.6,5to8
2.2009-2010,6.6,5to8
2.2009-2010,7.6,5to8
2.2009-2010,7.7,5to8
2.2009-2010,7.6,5to8
2.2009-2010,7.7,5to8
2.2009-2010,7.8,5to8
2.2009-2010,6.6,5to8
2.2009-2010,6.2,5to8
2.2009-2010,5.8,5to8
2.2009-2010,7.7,5to8
2.2009-2010,6.8,5to8
2.2009-2010,6.6,5to8
2.2009-2010,6.8,5to8
2.2009-2010,2.9,0to5
2.2009-2010,6.9,5to8
1.2010-2011,5.8,5to8
2.2009-2010,7.5,5to8
2.2009-2010,6.3,5to8
2.2009-2010,6.6,5to8
2.2009-2010,7.2,5to8
2.2009-2010,5.4,5to8
2.2009-2010,6.6,5to8
2.2009-2010,7.8,5to8
1.2010-2011,5.1,5to8
2.2009-2010,6.6,5to8
1.2010-2011,7.7,5to8
2.2009-2010,7.3,5to8
2.2009-2010,5.7,5to8
2.2009-2010,7.3,5to8
1.2011-2012,7.7,5to8
2.2009-2010,7.8,5to8
2.2009-2010,7.4,5to8
2.2009-2010,7.5,5to8
2.2009-2010,6.9,5to8
1.2010-2011,6.1,5to8
1.2010-2011,4.5,0to5
2.2009-2010,6.8,5to8
2.2010-2011,6.4,5to8
1.2010-2011,7,5to8
2.2009-2010,5.8,5to8
2.2009-2010,8.4,8to10
1.2010-2011,6.5,5to8
2.2009-2010,6.4,5to8
2.2009-2010,8.4,8to10
1.2010-2011,6.6,5to8
1.2010-2011,4.7,0to5
1.2010-2011,5.8,5to8
1.2010-2011,7.1,5to8
2.2009-2010,7,5to8
2.2009-2010,8,8to10
1.2010-2011,6.7,5to8
1.2010-2011,8.4,8to10
1.2010-2011,7.7,5to8
1.2010-2011,6.9,5to8
2.2009-2010,4.8,0to5
2.2009-2010,5.5,5to8
2.2009-2010,8.1,8to10
2.2009-2010,7.8,5to8
1.2010-2011,6.9,5to8
1.2010-2011,8.1,8to10
1.2010-2011,7.1,5to8
2.2009-2010,6.2,5to8
2.2009-2010,5.7,5to8
1.2010-2011,6.7,5to8
2.2009-2010,7.1,5to8
2.2009-2010,6.5,5to8
1.2010-2011,7.9,5to8
2.2009-2010,7.2,5to8
2.2009-2010,7.1,5to8
2.2010-2011,6.8,5to8
2.2009-2010,7,5to8
2.2009-2010,5.9,5to8
2.2009-2010,5.2,5to8
2.2010-2011,5.7,5to8
2.2009-2010,6.6,5to8
2.2009-2010,6.3,5to8
2.2009-2010,8,8to10
1.2010-2011,6.2,5to8
2.2009-2010,7.4,5to8
2.2009-2010,7,5to8
1.2010-2011,7,5to8
2.2009-2010,7.1,5to8
1.2011-2012,6.5,5to8
2.2010-2011,6.4,5to8
1.2010-2011,7,5to8
2.2008-2009,5.4,5to8
2.2008-2009,6.8,5to8
2.2008-2009,6.2,5to8
2.2008-2009,6.9,5to8
2.2008-2009,7.3,5to8
2.2008-2009,7.1,5to8
2.2008-2009,7.7,5to8
2.2008-2009,7.3,5to8
2.2008-2009,7.7,5to8
2.2008-2009,7.3,5to8
2.2008-2009,7.5,5to8
2.2008-2009,6.8,5to8
2.2008-2009,7.4,5to8
2.2008-2009,6.8,5to8
2.2008-2009,7.1,5to8
2.2008-2009,7.7,5to8
2.2008-2009,6.4,5to8
2.2008-2009,8.1,8to10
2.2008-2009,4.7,0to5
2.2012-2013,7.8,5to8
2.2008-2009,7.7,5to8
2.2008-2009,7,5to8
2.2008-2009,6.2,5to8
2.2008-2009,7,5to8
2.2008-2009,8.5,8to10
2.2008-2009,6.9,5to8
2.2008-2009,6.7,5to8
2.2008-2009,6.8,5to8
2.2008-2009,4.8,0to5
2.2008-2009,5.3,5to8
2.2008-2009,5.5,5to8
2.2008-2009,5.7,5to8
2.2008-2009,6.3,5to8
2.2008-2009,5.3,5to8
2.2008-2009,5.9,5to8
2.2008-2009,5.8,5to8
2.2008-2009,6.5,5to8
2.2008-2009,6.4,5to8
2.2008-2009,6.3,5to8
2.2008-2009,5.8,5to8
2.2008-2009,7.4,5to8
2.2008-2009,6.9,5to8
2.2008-2009,6.9,5to8
2.2008-2009,7.1,5to8
2.2008-2009,5.9,5to8
2.2008-2009,5.6,5to8
2.2008-2009,6.1,5to8
2.2008-2009,6.9,5to8
2.2008-2009,6.5,5to8
2.2008-2009,7.7,5to8
2.2008-2009,8.4,8to10
2.2008-2009,6.4,5to8
2.2008-2009,5.7,5to8
2.2008-2009,6.1,5to8
2.2008-2009,6.2,5to8
2.2008-2009,6.9,5to8
2.2008-2009,5.9,5to8
2.2008-2009,7.3,5to8
2.2008-2009,6.2,5to8
2.2008-2009,4.9,0to5
2.2008-2009,6.4,5to8
1.2009-2010,6.2,5to8
2.2008-2009,5.3,5to8
2.2008-2009,7.7,5to8
2.2008-2009,6.8,5to8
2.2008-2009,7,5to8
2.2008-2009,7.9,5to8
2.2008-2009,6,5to8
2.2008-2009,7.2,5to8
2.2008-2009,7.1,5to8
2.2008-2009,7.1,5to8
2.2008-2009,5.3,5to8
2.2008-2009,6.1,5to8
2.2008-2009,3.9,0to5
1.2009-2010,5.6,5to8
2.2008-2009,7.1,5to8
2.2008-2009,6.4,5to8
2.2008-2009,7.5,5to8
2.2008-2009,6.7,5to8
2.2008-2009,5.6,5to8
2.2008-2009,6.2,5to8
2.2008-2009,6.2,5to8
2.2008-2009,6.4,5to8
2.2008-2009,6.6,5to8
2.2008-2009,6.5,5to8
2.2008-2009,7.4,5to8
2.2008-2009,6.2,5to8
2.2008-2009,6.1,5to8
2.2008-2009,6.4,5to8
