Semester,Score,Score Range
2.2014-2015,0,0to5
2.2014-2015,7.4,5to8
2.2014-2015,6.4,5to8
2.2014-2015,8.6,8to10
2.2014-2015,7.2,5to8
2.2014-2015,6.5,5to8
2.2014-2015,0,0to5
2.2014-2015,4.6,0to5
2.2014-2015,5.6,5to8
2.2014-2015,6.6,5to8
2.2014-2015,5.5,5to8
2.2014-2015,4.7,0to5
2.2014-2015,8.2,8to10
2.2014-2015,6.2,5to8
2.2014-2015,5.3,5to8
2.2014-2015,3.8,0to5
2.2014-2015,6.8,5to8
2.2014-2015,8.1,8to10
2.2014-2015,7.2,5to8
2.2014-2015,6,5to8
2.2014-2015,7.1,5to8
2.2014-2015,6.6,5to8
2.2014-2015,8.8,8to10
2.2014-2015,6.9,5to8
2.2014-2015,6.6,5to8
2.2014-2015,5.9,5to8
2.2014-2015,5.3,5to8
2.2014-2015,8.3,8to10
2.2014-2015,6.8,5to8
2.2014-2015,8.6,8to10
2.2014-2015,3.5,0to5
2.2014-2015,5.7,5to8
2.2014-2015,8.7,8to10
2.2014-2015,6.8,5to8
2.2014-2015,6.2,5to8
2.2014-2015,3.8,0to5
2.2014-2015,3.8,0to5
2.2014-2015,5.9,5to8
2.2014-2015,7.8,5to8
2.2014-2015,7.2,5to8
2.2014-2015,0,0to5
2.2014-2015,6.8,5to8
2.2014-2015,2.4,0to5
2.2014-2015,5.4,5to8
2.2014-2015,2.4,0to5
2.2014-2015,6,5to8
2.2014-2015,5,5to8
2.2014-2015,7.2,5to8
2.2014-2015,6.9,5to8
2.2014-2015,7.2,5to8
2.2014-2015,7.1,5to8
2.2014-2015,5,5to8
2.2014-2015,0,0to5
2.2014-2015,3.5,0to5
2.2014-2015,5,5to8
2.2014-2015,5.9,5to8
2.2014-2015,3.5,0to5
2.2014-2015,3.9,0to5
2.2014-2015,6.8,5to8
2.2014-2015,3.7,0to5
2.2014-2015,0,0to5
2.2014-2015,9,8to10
2.2014-2015,7.2,5to8
2.2014-2015,7.8,5to8
2.2014-2015,7.3,5to8
2.2014-2015,5.7,5to8
2.2014-2015,6.4,5to8
2.2014-2015,6.7,5to8
2.2014-2015,0,0to5
2.2014-2015,7.3,5to8
2.2014-2015,7.9,5to8
2.2014-2015,7.2,5to8
