Semester,Score,Score Range
1.2014-2015,7,5to8
1.2014-2015,0,0to5
1.2014-2015,8,8to10
1.2014-2015,7.6,5to8
1.2014-2015,7.2,5to8
1.2014-2015,8.2,8to10
1.2014-2015,7.4,5to8
1.2014-2015,7.6,5to8
1.2014-2015,6.6,5to8
1.2014-2015,7.6,5to8
1.2014-2015,8.3,8to10
1.2014-2015,7.4,5to8
1.2014-2015,7.4,5to8
1.2014-2015,8,8to10
1.2014-2015,6.6,5to8
1.2014-2015,7.6,5to8
1.2014-2015,7.4,5to8
1.2014-2015,7.4,5to8
1.2014-2015,8,8to10
1.2014-2015,7,5to8
1.2014-2015,7.4,5to8
1.2014-2015,8,8to10
1.2014-2015,7,5to8
1.2014-2015,7.6,5to8
1.2014-2015,8,8to10
1.2014-2015,9,8to10
1.2014-2015,0,0to5
1.2014-2015,8.5,8to10
1.2014-2015,8.1,8to10
1.2014-2015,9,8to10
1.2014-2015,8.6,8to10
1.2014-2015,6.8,5to8
1.2014-2015,7.2,5to8
2016,8.2,8to10
1.20֡,9.1,8to10
1.2013-2014,7.5,5to8
1.2014-2015,7,5to8
1.2013-2014,5.4,5to8
1.2013-2014,7.9,5to8
1.2014-2015,8,8to10
1.2013-2014,8.2,8to10
1.2012-2̱,8.6,8to10
1.2013-2014,8.3,8to10
1.2013-2014,8.2,8to10
1.2013-2014,5.4,5to8
2.2013-2014,7.9,5to8
1.2013-2014,7.9,5to8
1.2013-2014,7,5to8
1.2013-2014,8.1,8to10
1.2013-2014,8.2,8to10
1.2013-2014,8.1,8to10
2011ﵑ,7.9,5to8
1.2014-2015,7.4,5to8
1.2013-2014,8.1,8to10
2013,7.9,5to8
1.2013-2014,7.9,5to8
1.2013-2014,7.9,5to8
1.2013-2014,8.1,8to10
1.2013-2014,7.9,5to8
1.2013-2014,7.9,5to8
1.2013-2014,8,8to10
2012,7.9,5to8
1.2014-2015,5.4,5to8
1.2013-2014,7.9,5to8
.2012猱,8.2,8to10
1.2013-2014,8.4,8to10
1.2013-2014,7.6,5to8
1.2013-2014,7.9,5to8
1.2013-2014,9,8to10
1.2012-2013,9.4,8to10
1.2012-2013,9,8to10
1.2012-2013,8.6,8to10
1.201!,8.7,8to10
1.2011-2012,7.8,5to8
1.2011-2012,7.5,5to8
1.2011-2012,7.1,5to8
1.2011-2012,8.7,8to10
1.2011-2012,8.9,8to10
1.2011-2012,7.6,5to8
1.2011-2012,6.7,5to8
2010,8.4,8to10
1.2011-2012,8.8,8to10
1.2011-2012,8.2,8to10
쉱,8.1,8to10
1.2011-2012,7.4,5to8
1.2011-2012,7.6,5to8
1.2011-2012,8,8to10
1.2011-2012,0,0to5
1.2011-2012,7.4,5to8
1.2011-2012,7.8,5to8
1.2011-2012,8.6,8to10
1.2011-2012,6.4,5to8
2.2013-2014,8,8to10
1.2011-2012,8.6,8to10
1.2011-2012,7.1,5to8
2A,5.8,5to8
1.2010-2011,6.8,5to8
2008⍱,5.9,5to8
!,5.4,5to8
1.2010-2011,6.4,5to8
20!,5.6,5to8
1.2010-2011,5.2,5to8
1.2010-2011,3.6,0to5
1.2010-2011,7.2,5to8
1.2010-2011,7.2,5to8
1.2010-2011,7,5to8
1.2010-2011,5.8,5to8
2010!,5.8,5to8
2!,5.8,5to8
弡,7.4,5to8
1.2010-2011,7.8,5to8
