Semester,Score,Score Range
1.2015-2016,8,8to10
1.2015-2016,8.8,8to10
2.2014-2015,8.3,8to10
1.2015-2016,9.5,8to10
2.2014-2015,8.5,8to10
2.2014-2015,8.3,8to10
1.2015-2016,8.7,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.3,8to10
1.2015-2016,8,8to10
1.2015-2016,8,8to10
2.2014-2015,8.2,8to10
1.2015-2016,8.7,8to10
1.2015-2016,8.6,8to10
2.2014-2015,8.6,8to10
1.2015-2016,8.2,8to10
1.2015-2016,9.5,8to10
1.2015-2016,9,8to10
1.2015-2016,8.6,8to10
1.2015-2016,9.1,8to10
2.2014-2015,8.8,8to10
1.2015-2016,8,8to10
2.2014-2015,8.3,8to10
2.2014-2015,8.4,8to10
2.2014-2015,8.1,8to10
1.2015-2016,9,8to10
2.2014-2015,8,8to10
2.2014-2015,8.3,8to10
1.2015-2016,9.5,8to10
1.2015-2016,9.5,8to10
2.2014-2015,7.7,5to8
2.2014-2015,8.3,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.4,8to10
1.2015-2016,8,8to10
2.2014-2015,8.3,8to10
1.2015-2016,9,8to10
2.2014-2015,8.3,8to10
2.2014-2015,8.3,8to10
1.2015-2016,8,8to10
2.2014-2015,8.8,8to10
1.2015-2016,8.8,8to10
1.2015-2016,9.2,8to10
2.2014-2015,9,8to10
1.2015-2016,8.6,8to10
1.2015-2016,8.8,8to10
1.2015-2016,8.7,8to10
1.2015-2016,8.6,8to10
2.2014-2015,8.3,8to10
1.2015-2016,8.7,8to10
1.2015-2016,8,8to10
1.2015-2016,8.7,8to10
2.2014-2015,9,8to10
2.2014-2015,8.3,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.3,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.5,8to10
2.2014-2015,8.2,8to10
1.2015-2016,9,8to10
2.2014-2015,8.4,8to10
2.2014-2015,8.3,8to10
1.2015-2016,7.3,5to8
2.2014-2015,8.6,8to10
1.2015-2016,9.5,8to10
2.2014-2015,8.7,8to10
1.2015-2016,8,8to10
2.2014-2015,8.3,8to10
2.2014-2015,8.5,8to10
2.2014-2015,8.3,8to10
2.2014-2015,9,8to10
1.2015-2016,8.9,8to10
2.2014-2015,8.2,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.3,8to10
1.2015-2016,8.7,8to10
2.2014-2015,8.3,8to10
2.2014-2015,8.1,8to10
2.2014-2015,8.5,8to10
1.2015-2016,8,8to10
1.2015-2016,8,8to10
2.2014-2015,8.5,8to10
2.2014-2015,8.5,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.3,8to10
1.2015-2016,9,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.2,8to10
2.2014-2015,8.5,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.2,8to10
2.2014-2015,8.3,8to10
2.2014-2015,8.5,8to10
2.2014-2015,6.8,5to8
2.2014-2015,8.5,8to10
2.2014-2015,9.3,8to10
2.2014-2015,1,0to5
2.2014-2015,2.5,0to5
1.2015-2016,9,8to10
2.2014-2015,0.8,0to5
2.2014-2015,8.4,8to10
2.2014-2015,6.4,5to8
2.2014-2015,5,5to8
2.2014-2015,6.7,5to8
2.2014-2015,8.6,8to10
2.2014-2015,2.7,0to5
1.2015-2016,0,0to5
2.2014-2015,8.6,8to10
2.2014-2015,7.5,5to8
2.2014-2015,9,8to10
1.2015-2016,8.7,8to10
2.2014-2015,1.7,0to5
2.2014-2015,8.3,8to10
2.2014-2015,8.6,8to10
2.2014-2015,8.3,8to10
2.2014-2015,8.3,8to10
2.2014-2015,9,8to10
2.2014-2015,8.2,8to10
2.2014-2015,8.7,8to10
2.2014-2015,8,8to10
2.2014-2015,8.2,8to10
2.2014-2015,8.6,8to10
