1,1,0.797697868594,0.620721630189
1,2,0.923869328713,0.751666590826
1,3,0.85763655302,0.650304478505
1,4,0.873467796275,0.668558513208
1,5,0.879677700672,0.641359457391
1,6,0.865218365725,0.620564074766
1,7,0.980422897437,0.768682068468
1,8,0.919128783329,0.711032117431
1,9,0.876162013146,0.659417413084
1,10,1.06844106616,0.801769207273
1,AVERAGE,0.904172237307,0.689407555114
2,1,0.915090333503,0.751311556364
2,2,1.12547081081,0.941656792381
2,3,0.901863219606,0.687023121429
2,4,1.11793822093,0.941452979439
2,5,1.15137567075,0.980119916981
2,6,1.1355881739,0.958560583178
2,7,0.858750773238,0.663500548889
2,8,0.88023887204,0.709220975238
2,9,0.95998591169,0.740091783178
2,10,1.05167857155,0.879780336449
2,AVERAGE,1.0097980558,0.825271859353
3,1,1.72367665392,1.51596842807
3,2,1.81976925014,1.57550727018
3,3,1.70372751918,1.48364530526
3,4,1.886097466,1.68809207018
3,5,1.83026929072,1.62172135439
3,6,1.76366967534,1.54708812743
3,7,1.67048457465,1.45649462655
3,8,1.77132060211,1.59605362124
3,9,1.77460047375,1.58296561416
3,10,1.63875615967,1.45796746195
3,AVERAGE,1.75823716655,1.55255038794
4,1,1.6891450708,1.52023197526
4,2,1.75139659441,1.55427753402
4,3,1.59291093489,1.43672980619
4,4,1.72755235933,1.58313122474
4,5,1.79679895581,1.5965283134
4,6,1.95104238809,1.76515948866
4,7,1.79781279184,1.6237958433
4,8,1.56042755289,1.42043331959
4,9,1.69104747195,1.5218895
4,10,1.76662581684,1.630732275
4,AVERAGE,1.73247599369,1.56529092802
5,1,1.73894097231,1.26126413333
5,2,2.05524660056,1.66758490667
5,3,1.88650102585,1.50768369333
5,4,1.57936486609,1.09223058462
5,5,1.76193267619,1.3840232
5,6,2.15592113884,1.91733406667
5,7,1.39755550322,1.14178181333
5,8,1.92268867959,1.5674637
5,9,2.0213239244,1.50835615
5,10,1.49470870853,1.18837834286
5,AVERAGE,1.80141840956,1.42361005908
6,1,3.05532504017,2.65179695738
6,2,2.13177637793,1.63139612632
6,3,2.59685380066,2.23704909851
6,4,2.66029769255,2.25554865672
6,5,2.21595375079,1.83540702041
6,6,2.06991990152,1.68478027636
6,7,2.64090018324,2.29862553391
6,8,2.40737824909,1.96323267097
6,9,2.33998309782,1.96570509587
6,10,2.49457417779,2.02764071864
6,AVERAGE,2.46129622716,2.05511821551
7,1,1.53902996805,1.21964577778
7,2,2.07452745272,1.68244945882
7,3,1.66376372947,1.3243424
7,4,1.49668941739,1.273791
7,5,2.56660284946,2.47539563636
7,6,2.79905038124,2.59550261818
7,7,2.09436011857,1.68735348571
7,8,1.56976363,1.31844631111
7,9,2.29966828509,1.81222155556
7,10,1.78747342915,1.40703393333
7,AVERAGE,1.98909292611,1.67961821768
8,1,1.9378869281,1.58865110261
8,2,1.94926291114,1.65999205664
8,3,1.71560017575,1.27968443509
8,4,2.14888408023,1.84757097345
8,5,1.84143831448,1.52581821913
8,6,2.03414735092,1.66368061379
8,7,1.82930260361,1.53493952281
8,8,2.17520225427,1.8038717287
8,9,1.58205149461,1.27607153274
8,10,1.89573510272,1.56391671034
8,AVERAGE,1.91095112158,1.57441968953
9,1,2.00555913921,1.59432081441
9,2,2.1852986563,1.75937259429
9,3,1.94480015157,1.56063083243
9,4,2.22913968385,1.80591861538
9,5,1.92887905693,1.4349552972
9,6,2.2302577914,1.9434151985
9,7,2.22388170874,1.84618865185
9,8,2.23202029792,1.79336090467
9,9,2.24627780313,1.75478048148
9,10,2.19658094864,1.86656678919
9,AVERAGE,2.14226952377,1.73595101794
10,1,1.99249768443,1.62431495
10,2,1.67361896673,1.23275751429
10,3,1.47985885527,1.23573383636
10,4,1.8568171877,1.43816254545
10,5,1.8031407051,1.51789447547
10,6,1.46127722956,1.11083424784
10,7,1.38376112981,1.11584253333
10,8,1.59299465677,1.31152238596
10,9,1.6895256437,1.2218542
10,10,1.63810193487,1.15987805283
10,AVERAGE,1.65715939939,1.29687947415
11,1,2.60932788416,2.31119032
11,2,2.47143326601,2.12024195355
11,3,3.43380288349,3.022117472
11,4,2.41385140793,1.9023118
11,5,2.41828235949,1.868004992
11,6,1.94832107745,1.58676149333
11,7,2.92310392382,2.40973715862
11,8,2.54993789528,2.01731628387
11,9,2.32883529897,1.99764696296
11,10,2.37520759145,2.07092701538
11,AVERAGE,2.5472103588,2.13062554517
12,1,1.93687459876,1.53515891765
12,2,1.85763815487,1.50419959664
12,3,2.2161710582,1.82443672336
12,4,2.39903087281,2.03041559322
12,5,2.27251380802,1.82518500339
12,6,1.76297475776,1.44796674576
12,7,1.88445829018,1.49799590508
12,8,2.23891029654,1.8614016678
12,9,1.94897482381,1.52927079658
12,10,1.8141394452,1.43825154576
12,AVERAGE,2.03316861061,1.64942824952
13,1,1.64752509547,1.3206255
13,2,1.61322520237,1.25111383111
13,3,1.64820225853,1.34030226087
13,4,1.39725084959,1.10810041388
13,5,1.54695820976,1.2340992
13,6,1.4927798816,1.18625250233
13,7,1.46113519752,1.11154409756
13,8,2.07474606155,1.69677460667
13,9,1.63754908206,1.2548275299
13,10,1.83674472994,1.45926681191
13,AVERAGE,1.63561165684,1.29629067542
14,1,1.2203992993,0.938558250847
14,2,1.24648901899,0.964559451525
14,3,1.47862760279,1.15628220407
14,4,1.45748003234,1.14460347797
